ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
GAD001733443,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,02/25/2016,02/25/2016,04/08/2016
GAR000051599,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,05/20/2009,08/17/2009,08/07/2009
GAD981267305,GA,262.A,Standards Applicable to Generators of HW: General,S  ,09/28/2017,09/29/2017,01/03/2018
GAD981268295,GA,262.A,Standards Applicable to Generators of HW: General,S  ,12/02/2016,11/24/2018,
GAD041013657,GA,PCR,Violation of a permit condition or requirement,S  ,09/10/2009,02/03/2010,
GAD003480530,GA,PCR,Violation of a permit condition or requirement,S  ,08/21/2009,04/16/2010,
GAD981271752,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,07/07/2011,09/08/2011,09/08/2011
GAR000018069,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,02/19/2009,08/25/2009,08/28/2009
GAD981221229,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,E  ,12/15/2009,01/06/2010,
GAD981270812,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,10/30/2008,01/08/2009,01/16/2009
GAD984293621,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,10/27/2009,12/16/2009,12/17/2009
GAD054223987,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,12/02/2009,09/02/2011,06/30/2011
GAD003298684,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/25/2001,07/16/2001,
GAD981245921,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/20/2001,05/02/2001,05/17/2001
GAR000028332,GA,262.A,Standards Applicable to Generators of HW: General,S  ,06/28/2001,10/01/2001,08/22/2001
GAD041007063,GA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,09/29/2000,01/25/2001,
GAD981242373,GA,262.A,Standards Applicable to Generators of HW: General,S  ,09/17/2001,04/30/2002,12/17/2001
GA0000079970,GA,262.A,Standards Applicable to Generators of HW: General,S  ,11/14/2001,01/30/2002,01/29/2002
GAD084914787,GA,264.G,Standards for Owners and Operators of HW TSDs: Closure and Post-Closure,S  ,05/02/2002,02/24/2003,
GAR000027946,GA,268.A,Land Disposal Restrictions: General,S  ,08/28/2002,10/24/2002,
GAR000033787,GA,262.A,Standards Applicable to Generators of HW: General,S  ,05/21/2003,06/10/2003,07/02/2003
GAD981268295,GA,264.G,Standards for Owners and Operators of HW TSDs: Closure and Post-Closure,S  ,12/09/2002,05/08/2003,01/10/2003
GAR000034637,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,08/13/2003,01/16/2004,
GAD003293016,GA,262.A,Standards Applicable to Generators of HW: General,S  ,07/24/2003,09/17/2003,08/31/2003
GAD981238199,GA,262.A,Standards Applicable to Generators of HW: General,S  ,01/22/2003,06/10/2003,
GAR000021477,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,11/15/2002,06/10/2003,
GAR000036566,GA,262.A,Standards Applicable to Generators of HW: General,S  ,04/01/2004,08/17/2004,05/28/2004
GAD051011344,GA,262.A,Standards Applicable to Generators of HW: General,S  ,09/04/2003,03/20/2004,
GAD981237225,GA,PCR,Violation of a permit condition or requirement,S  ,09/24/2007,12/03/2008,
GAR000004614,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,08/22/2003,02/23/2004,
GAD000623058,GA,262.A,Standards Applicable to Generators of HW: General,S  ,02/03/2004,06/17/2004,04/23/2004
GAD048709372,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/09/2003,11/13/2003,
GAD981266208,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,12/07/2004,01/25/2005,
GA3210020084,GA,264.S,Standards for Owners and Operators of HW TSDs: Special Provisions for Cleanup,S  ,06/21/2004,09/29/2004,10/29/2004
GA6202932244,GA,262.A,Standards Applicable to Generators of HW: General,S  ,01/11/2005,03/08/2005,
GAD051022432,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/02/2004,03/11/2005,03/10/2005
GAD069223584,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,02/23/2005,03/21/2005,
GAR000057828,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,10/07/2010,10/14/2010,11/24/2010
GAD984308213,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,11/16/2005,03/01/2006,
GAD981217136,GA,262.A,Standards Applicable to Generators of HW: General,S  ,03/23/2005,06/09/2005,06/10/2005
GAR000017970,GA,263.A,Standards Applicable to Transporters of HW: General,S  ,08/25/2005,06/30/2006,
GAD981269210,GA,262.A,Standards Applicable to Generators of HW: General,S  ,02/28/2005,11/15/2005,07/11/2005
GAR000034454,GA,262.A,Standards Applicable to Generators of HW: General,S  ,05/11/2006,02/09/2007,
GA7170023694,GA,279.C,Standards for Used Oil: Generators,S  ,07/11/2006,08/22/2006,08/22/2006
GAR000040576,GA,262.A,Standards Applicable to Generators of HW: General,S  ,04/04/2006,06/23/2006,
GAD984307132,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/21/2006,02/22/2007,
GAD991275900,GA,PCR,Violation of a permit condition or requirement,S  ,08/30/2006,02/09/2007,01/15/2007
GAD981223274,GA,279.C,Standards for Used Oil: Generators,S  ,03/13/2008,05/05/2008,05/07/2008
GAR000027946,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,12/12/2006,04/17/2007,
GAD061921052,GA,PCR,Violation of a permit condition or requirement,S  ,03/06/2008,03/05/2009,
GAR000008151,GA,279.C,Standards for Used Oil: Generators,S  ,05/24/2007,07/06/2007,07/09/2007
GAD084823301,GA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,08/04/2010,08/23/2010,09/11/2010
GAR000007054,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,12/08/2011,02/03/2012,02/02/2012
GAD981258916,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,08/09/2007,09/26/2007,09/30/2007
GAD064496003,GA,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,07/11/2007,11/16/2007,11/16/2007
GAD981221492,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,04/25/2012,06/04/2012,06/04/2012
GAR000061887,GA,279.C,Standards for Used Oil: Generators,E  ,07/15/2011,08/07/2012,09/13/2012
GAR000034991,GA,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,10/07/2008,11/21/2008,11/24/2008
GAD991303991,GA,279.C,Standards for Used Oil: Generators,S  ,02/07/2008,04/14/2008,04/04/2008
GA9210020872,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,E  ,03/28/2005,06/30/2006,
GAD070330576,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,07/28/2008,11/17/2008,
GAR000006072,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,07/30/2008,09/26/2008,09/12/2008
GAR000050930,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,05/13/2008,06/27/2008,06/20/2008
GAR000042499,GA,265.W,Interim Status Standards for Owners and Operators of HW TSDs: Drip Pads,S  ,01/16/2008,02/26/2008,02/29/2008
GAD051021285,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/30/2008,10/23/2012,
GAR000038638,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/20/2014,08/26/2014,08/25/2014
GAR000026088,GA,262.A,Standards Applicable to Generators of HW: General,S  ,12/02/2015,04/21/2016,04/21/2016
GAD000821934,GA,261.A,ID and Listing of HW: General,S  ,02/21/2013,04/14/2014,03/28/2014
GA0000081281,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,08/18/2011,09/29/2011,09/30/2011
GAD981235294,GA,PCR,Violation of a permit condition or requirement,S  ,09/11/2008,09/24/2008,
GAR000051938,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,11/04/2008,02/19/2009,12/19/2008
GAR000050153,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,04/01/2010,07/13/2010,06/14/2010
GAD070330576,GA,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,09/28/2009,11/17/2009,
GAR000026013,GA,262.A,Standards Applicable to Generators of HW: General,S  ,12/09/2009,01/21/2010,01/20/2010
GAR000026088,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,E  ,12/02/2015,12/30/2015,
GAR000039669,GA,279.C,Standards for Used Oil: Generators,S  ,05/11/2010,07/20/2010,07/19/2010
GA4170090001,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,E  ,09/21/2010,09/21/2010,
GAR000060681,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/15/2011,07/27/2011,07/29/2011
GAR000056317,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,05/10/2011,06/23/2011,06/20/2011
GAD070330576,GA,268.E,Land Disposal Restrictions: Prohibitions on Storage,S  ,03/31/2015,06/30/2015,06/17/2015
GAR000015073,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/08/2012,04/13/2012,04/23/2012
GAD981246317,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,08/02/2012,09/06/2012,09/20/2012
GAD061022216,GA,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,03/10/2015,09/30/2015,09/14/2015
GAD075876623,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/11/2015,05/01/2015,04/21/2015
GA1570024306,GA,261.A,ID and Listing of HW: General,E  ,03/07/2018,03/27/2018,
GAR000023291,GA,279.C,Standards for Used Oil: Generators,S  ,01/25/2012,03/19/2012,03/07/2012
GAD003306750,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,E  ,09/21/2017,10/11/2017,
GAR000060384,GA,262.A,Standards Applicable to Generators of HW: General,S  ,11/03/2017,02/23/2018,01/12/2018
GA1570024306,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/07/2018,03/09/2018,
GAR000033118,GA,262.A,Standards Applicable to Generators of HW: General,S  ,08/23/2012,11/21/2012,11/15/2013
GAR000083154,GA,262.A,Standards Applicable to Generators of HW: General,S  ,02/15/2018,03/01/2018,03/19/2018
GA0001405059,GA,262.A,Standards Applicable to Generators of HW: General,S  ,05/17/2018,10/19/2018,08/10/2018
GAD070330576,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,02/04/2013,02/20/2013,03/04/2013
GAD981269459,GA,279.E,Standards for Used Oil: Transporter and Transfer Facilities,S  ,06/17/2009,07/16/2009,07/31/2009
GAD073460941,GA,279.C,Standards for Used Oil: Generators,E  ,11/06/2009,09/30/2016,
GAD080111107,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,02/03/2011,04/27/2011,04/22/2011
GAR000017897,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,06/11/2013,08/28/2013,
GAR000035899,GA,273.C,Standards for Universal Waste Management: Standards for Large Quantity Handlers ,E  ,04/24/2013,05/24/2013,
GAD106680184,GA,273.C,Standards for Universal Waste Management: Standards for Large Quantity Handlers ,S  ,02/17/2011,03/04/2011,
GAD058489899,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,05/01/2013,09/12/2013,07/01/2013
GAD981233307,GA,279.C,Standards for Used Oil: Generators,S  ,03/19/2009,03/19/2009,
GAR000083527,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,07/24/2019,12/10/2019,10/28/2019
GAD981275449,GA,262.A,Standards Applicable to Generators of HW: General,S  ,02/18/2020,02/18/2020,
GAR000014969,GA,262.A,Standards Applicable to Generators of HW: General,S  ,10/23/2018,12/18/2018,
GAD042216549,GA,262.A,Standards Applicable to Generators of HW: General,E  ,08/14/2020,09/11/2020,
GAR000085837,GA,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,01/11/2021,05/19/2021,11/06/2021
GAR000085951,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,12/07/2020,01/14/2021,02/04/2021
GAD984310755,GA,262.A,Standards Applicable to Generators of HW: General,S  ,09/29/2021,03/04/2022,02/23/2022
GAD069199628,GA,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,06/14/2018,10/09/2018,10/07/2018
GAR000087361,GA,262.A,Standards Applicable to Generators of HW: General,S  ,03/05/2020,10/02/2020,06/29/2020
GAD004149951,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,12/07/2020,01/18/2021,02/11/2021
GAD003298684,GA,262.A,Standards Applicable to Generators of HW: General,S  ,08/31/2021,11/15/2021,11/15/2021
GA7360015450,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,E  ,07/14/2021,08/30/2021,
GA7170023694,GA,273.C,Standards for Universal Waste Management: Standards for Large Quantity Handlers ,S  ,05/07/2018,05/07/2018,
GAR000082917,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,07/08/2019,11/21/2019,11/22/2019
GAR000011536,GA,279.C,Standards for Used Oil: Generators,S  ,07/21/2015,04/05/2016,
GAR000075101,GA,279.E,Standards for Used Oil: Transporter and Transfer Facilities,S  ,12/12/2013,07/03/2014,
GAD980709257,GA,PCR,Violation of a permit condition or requirement,S  ,12/06/2018,02/27/2019,
GAR000071001,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,E  ,04/02/2014,08/11/2014,
GAR000012534,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,07/31/2014,01/21/2015,03/01/2015
GAR000065367,GA,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,09/05/2014,11/12/2014,11/18/2014
GAD033537663,GA,FSS,Violation of a Federal or State Statute,E  ,01/19/2023,01/19/2023,
GAR000078923,GA,262.A,Standards Applicable to Generators of HW: General,S  ,07/11/2024,08/19/2024,
GAD118273945,GA,262.A,Standards Applicable to Generators of HW: General,E  ,05/31/2023,09/28/2023,
GAR000015024,GA,262.A,Standards Applicable to Generators of HW: General,S  ,09/13/2024,,
GA6750911970,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,E  ,12/18/2024,12/18/2024,
GAD981024458,GA,262.A,Standards Applicable to Generators of HW: General,S  ,09/27/2023,09/27/2024,
GAD000827402,GA,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,05/03/2023,08/14/2023,08/01/2023
GAR000093781,GA,262.A,Standards Applicable to Generators of HW: General,S  ,05/03/2022,08/17/2023,
GAD056217276,GA,262.A,Standards Applicable to Generators of HW: General,S  ,03/30/2022,04/06/2022,10/28/2022
GAD003323805,GA,PCR,Violation of a permit condition or requirement,S  ,09/08/2022,09/28/2022,12/07/2022
GAR000048330,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,08/03/2023,08/03/2023,05/29/2024
GAR000071050,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,04/05/2023,05/04/2023,05/18/2023
