sys_sch,System ID,System Name,School ID,School Name,2019 CCRPI Single Score,2019 BTO Designation
738204,738,Toombs County,204,Lyons Upper Elementary,75.1,Beating the Odds
7384050,738,Toombs County,4050,Toombs Central Elementary School,82.5,Beating the Odds
738192,738,Toombs County,192,Toombs County High School,71.3,Within Expected Range
738103,738,Toombs County,103,Toombs County Middle School,67.4,Within Expected Range
739103,739,Towns County,103,Towns County Elementary School,74.6,Within Expected Range
739204,739,Towns County,204,Towns County High School,85.3,Beating the Odds
739104,739,Towns County,104,Towns County Middle School,82.1,Within Expected Range
740113,740,Treutlen County,113,Treutlen Elementary School,54.9,Below Expected Range
740213,740,Treutlen County,213,Treutlen Middle/High School,63,Below Expected Range
791101,791,Trion City,101,Trion Elementary School,86.7,Beating the Odds
791301,791,Trion City,301,Trion High School,83.9,Within Expected Range
791201,791,Trion City,201,Trion Middle School,89.8,Beating the Odds
7415052,741,Troup County,5052,Berta Weathersbee Elementary School,69.4,Beating the Odds
741109,741,Troup County,109,Callaway Elementary School,62.1,Below Expected Range
741201,741,Troup County,201,Callaway High School,73.5,Within Expected Range
741204,741,Troup County,204,Callaway Middle School,57.1,Below Expected Range
741698,741,Troup County,698,Clearview Elementary School,55.2,Below Expected Range
741597,741,Troup County,597,Ethel W. Kight Elementary School,69.2,Beating the Odds
741205,741,Troup County,205,Franklin Forest Elementary,79,Beating the Odds
741191,741,Troup County,191,Gardner-Newman Middle School,64.2,Below Expected Range
7413050,741,Troup County,3050,Hillcrest Elementary School,78,Below Expected Range
741397,741,Troup County,397,Hogansville Elementary School,71.3,Within Expected Range
741194,741,Troup County,194,Hollis Hand Elementary School,76.4,Within Expected Range
7411052,741,Troup County,1052,LaGrange High School,76.8,Within Expected Range
741189,741,Troup County,189,Long Cane Elementary School,86,Beating the Odds
741297,741,Troup County,297,Long Cane Middle School,73,Within Expected Range
7415050,741,Troup County,5050,Rosemont Elementary School,83.4,Within Expected Range
741387,741,Troup County,387,Troup County High School,70,Below Expected Range
741187,741,Troup County,187,West Point Elementary School,65.9,Within Expected Range
742196,742,Turner County,196,Turner County Elementary School,65.4,Within Expected Range
7423050,742,Turner County,3050,Turner County High School,59.8,Below Expected Range
742190,742,Turner County,190,Turner County Middle School,65.1,Within Expected Range
743107,743,Twiggs County,107,Jeffersonville Elementary,68.9,Within Expected Range
743201,743,Twiggs County,201,Twiggs County High School,65.4,Within Expected Range
743207,743,Twiggs County,207,Twiggs Middle School,70.2,Within Expected Range
744103,744,Union County,103,Union County Elementary School,70.7,Below Expected Range
744101,744,Union County,101,Union County High School,85.3,Beating the Odds
744108,744,Union County,108,Union County Middle School,73,Below Expected Range
7441050,744,Union County,1050,Union County Primary School,81.2,Beating the Odds
7443050,744,Union County,3050,Woody Gap High/Elementary School,76.3,Beating the Odds
792106,792,Valdosta City,106,J. L. Lomax Elementary School,53.1,Within Expected Range
792195,792,Valdosta City,195,Newbern Middle School,67.9,Beating the Odds
792117,792,Valdosta City,117,Pinevale Elementary School,62.9,Beating the Odds
792309,792,Valdosta City,309,S.L. Mason Elementary School,73.1,Beating the Odds
792101,792,Valdosta City,101,Sallas Mahone Elementary,74,Within Expected Range
792273,792,Valdosta City,273,Valdosta High School,71.6,Within Expected Range
792103,792,Valdosta City,103,Valdosta Middle School,80.9,Beating the Odds
7921052,792,Valdosta City,1052,W.G. Nunn Elementary,59.1,Within Expected Range
7932050,793,Vidalia City,2050,J. D. Dickerson Primary School,77.3,Beating the Odds
793173,793,Vidalia City,173,J. R. Trippe Middle School,66.8,Within Expected Range
7935050,793,Vidalia City,5050,Sally Dailey Meadows Elementary School,57.7,Below Expected Range
793273,793,Vidalia City,273,Vidalia Comprehensive High School,77.4,Beating the Odds
7464050,746,Walker County,4050,Chattanooga Valley Elementary School,75.8,Within Expected Range
746106,746,Walker County,106,Chattanooga Valley Middle School,65.7,Below Expected Range
746199,746,Walker County,199,Cherokee Ridge Elementary,86.4,Beating the Odds
7462052,746,Walker County,2052,Fairyland Elementary School,97.7,Beating the Odds
746195,746,Walker County,195,Gilbert Elementary School,69,Within Expected Range
746198,746,Walker County,198,LaFayette High School,65.5,Below Expected Range
746180,746,Walker County,180,LaFayette Middle School,81.2,Beating the Odds
7462056,746,Walker County,2056,Naomi Elementary School,61,Below Expected Range
746200,746,Walker County,200,North LaFayette Elementary School,81.1,Within Expected Range
746190,746,Walker County,190,Ridgeland High School,68.1,Below Expected Range
746100,746,Walker County,100,Rock Spring Elementary School,71.4,Below Expected Range
746194,746,Walker County,194,Rossville Elementary School,72.6,Within Expected Range
746206,746,Walker County,206,Rossville Middle School,71.2,Within Expected Range
746114,746,Walker County,114,Saddle Ridge Elementary and Middle School,71.4,Below Expected Range
7465052,746,Walker County,5052,Stone Creek Elementary School,79,Beating the Odds
747101,747,Walton County,101,Atha Road Elementary School,77.4,Beating the Odds
747176,747,Walton County,176,Bay Creek Elementary School,77.4,Within Expected Range
747193,747,Walton County,193,Carver Middle School,68.9,Within Expected Range
747112,747,Walton County,112,Harmony Elementary School,63.5,Below Expected Range
747191,747,Walton County,191,Loganville Elementary School,83.8,Within Expected Range
747199,747,Walton County,199,Loganville High School,88.2,Beating the Odds
747291,747,Walton County,291,Loganville Middle School,81,Within Expected Range
747205,747,Walton County,205,Monroe Area High School,73.5,Within Expected Range
747105,747,Walton County,105,Monroe Elementary,72.4,Beating the Odds
747108,747,Walton County,108,Sharon Elementary School,83.7,Within Expected Range
7472052,747,Walton County,2052,Walker Park Elementary School,86.8,Beating the Odds
747195,747,Walton County,195,Walnut Grove Elementary School,82.9,Within Expected Range
747111,747,Walton County,111,Walnut Grove High School,81.8,Within Expected Range
747202,747,Walton County,202,Youth Elementary School,78,Below Expected Range
747102,747,Walton County,102,Youth Middle School,79.9,Within Expected Range
748296,748,Ware County,296,Center Elementary School,59.9,Below Expected Range
7483050,748,Ware County,3050,Memorial Drive Elementary School,77.9,Beating the Odds
748396,748,Ware County,396,Ruskin Elementary School,51.1,Below Expected Range
7485050,748,Ware County,5050,Wacona Elementary School,89.5,Beating the Odds
748195,748,Ware County,195,Ware County High School,82.8,Beating the Odds
748395,748,Ware County,395,Ware County Middle School,78.4,Beating the Odds
7483052,748,Ware County,3052,Waresboro Elementary School,74.6,Within Expected Range
748295,748,Ware County,295,Waycross Middle School,74.8,Beating the Odds
748196,748,Ware County,196,Williams Heights Elementary School,79.2,Beating the Odds
7493050,749,Warren County,3050,Freeman Elementary School,67,Within Expected Range
749205,749,Warren County,205,Warren County High School,67.8,Within Expected Range
749105,749,Warren County,105,Warren County Middle School,77.9,Beating the Odds
7504050,750,Washington County,4050,Ridge Road Elementary School,70.7,Beating the Odds
7502050,750,Washington County,2050,Ridge Road Primary School,72.2,Beating the Odds
750199,750,Washington County,199,T. J. Elder Middle School,64.5,Below Expected Range
7501052,750,Washington County,1052,Washington County High School,70,Within Expected Range
751294,751,Wayne County,294,Arthur Williams Middle School,68.6,Within Expected Range
751494,751,Wayne County,494,Bacon Elementary School,77.7,Beating the Odds
7511050,751,Wayne County,1050,Jesup Elementary School,67.8,Below Expected Range
751194,751,Wayne County,194,Martha Puckett Middle School,67.1,Below Expected Range
751394,751,Wayne County,394,Martha Rawls Smith Elementary School,72.2,Beating the Odds
7513050,751,Wayne County,3050,Odum Elementary School,81.7,Within Expected Range
7511052,751,Wayne County,1052,Screven Elementary School,85.9,Beating the Odds
751101,751,Wayne County,101,Wayne County High School,74.9,Within Expected Range
752104,752,Webster County,104,Webster County Elementary/Middle School,73.2,Beating the Odds
752108,752,Webster County,108,Webster County High School,71.3,Within Expected Range
7531052,753,Wheeler County,1052,Wheeler County Elementary School,74.3,Beating the Odds
7533052,753,Wheeler County,3052,Wheeler County High School,61.7,Below Expected Range
7531053,753,Wheeler County,1053,Wheeler County Middle School,78,Beating the Odds
754200,754,White County,200,Jack P Nix Elementary School,86.2,Beating the Odds
754109,754,White County,109,Mossy Creek Elementary School,70,Below Expected Range
754104,754,White County,104,Mount Yonah Elementary School,75.9,Within Expected Range
754100,754,White County,100,Tesnatee Gap Elementary (Old White Co. Intermediate),73.2,Below Expected Range
754105,754,White County,105,White County High School,85.4,Beating the Odds
754174,754,White County,174,White County Middle School,80.5,Beating the Odds
7551050,755,Whitfield County,1050,Antioch Elementary School,70,Below Expected Range
755206,755,Whitfield County,206,Beaverdale Elementary School,78.7,Within Expected Range
755211,755,Whitfield County,211,Cedar Ridge Elementary,72.5,Below Expected Range
755112,755,Whitfield County,112,Coahulla Creek High School,71.7,Within Expected Range
7552050,755,Whitfield County,2050,Cohutta Elementary School,84.8,Beating the Odds
7553050,755,Whitfield County,3050,Dawnville Elementary School,79,Within Expected Range
7554050,755,Whitfield County,4050,Dug Gap Elementary School,82.3,Beating the Odds
755475,755,Whitfield County,475,Eastbrook Middle School,75.1,Within Expected Range
7551052,755,Whitfield County,1052,Eastside Elementary School,80,Beating the Odds
755199,755,Whitfield County,199,New Hope Elementary School,82.1,Within Expected Range
755106,755,Whitfield County,106,New Hope Middle School,82.2,Beating the Odds
755575,755,Whitfield County,575,North Whitfield Middle School,77.3,Within Expected Range
755175,755,Whitfield County,175,Northwest Whitfield County High School,77.9,Within Expected Range
755212,755,Whitfield County,212,Phoenix High School,39.5,Within Expected Range
7552052,755,Whitfield County,2052,Pleasant Grove Elementary School,84.7,Beating the Odds
755275,755,Whitfield County,275,Southeast Whitfield County High School,72.9,Within Expected Range
7553052,755,Whitfield County,3052,Tunnel Hill Elementary School,83.2,Beating the Odds
7554052,755,Whitfield County,4052,Valley Point Elementary School,66.4,Below Expected Range
755675,755,Whitfield County,675,Valley Point Middle School,76.1,Within Expected Range
7551054,755,Whitfield County,1054,Varnell Elementary School,88.9,Beating the Odds
7552054,755,Whitfield County,2054,Westside Elementary School,81.4,Beating the Odds
755775,755,Whitfield County,775,Westside Middle School,81.1,Within Expected Range
756195,756,Wilcox County,195,Wilcox County Elementary School,69.2,Within Expected Range
756201,756,Wilcox County,201,Wilcox County High School,80.4,Beating the Odds
756101,756,Wilcox County,101,Wilcox County Middle School,83,Beating the Odds
757110,757,Wilkes County,110,Washington-Wilkes Comprehensive High School,80.4,Beating the Odds
757205,757,Wilkes County,205,Washington-Wilkes Elementary School,59.1,Below Expected Range
757210,757,Wilkes County,210,Washington-Wilkes Middle School,79.2,Beating the Odds
757105,757,Wilkes County,105,Washington-Wilkes Primary School,80.6,Beating the Odds
758175,758,Wilkinson County,175,Wilkinson County Elementary School,51.8,Below Expected Range
7583050,758,Wilkinson County,3050,Wilkinson County High School,62.7,Below Expected Range
758275,758,Wilkinson County,275,Wilkinson County Middle School,67.7,Within Expected Range
7581050,758,Wilkinson County,1050,Wilkinson County Primary School,65.2,Below Expected Range
759111,759,Worth County,111,Worth County Elementary School,67.9,Below Expected Range
